DATE,births,UNRATE,PCE,AAA,BAA,INDPRO,PSAVERT,HOUST,CIVPART,EXUSEU,BAA10YM,UMCSENT,INTDSRUSM193N,PPIACO,BUSLOANS,TOTALSA,DSPIC96,MICH,TCU,DPSACBM027NBOG,PI,DGORDER,DSPI,JTSJOL,USEPUINDXM,TTLCONS,PMSAVE,WPSFD49207,BUSINV,GS10,PSAVERT,CIVPART,BAA10YM,MPRIME,AAA10YM,PAYEMS,EMRATIO,USCONS,T10YIEM,WPU0911,CUUR0000SA0R,WPU101,WPSFD49207,CSUSHPISA,RSXFS,MRTSSM7221USN,CES7072200001,JTS540099JOL,TSITTL,H8B1247NCBCMG,SAHMREALTIME,RRSFS,TOTBUSMPCSMSA,H8B1026NCBCMG,H8B1020NCBCMG,H8B1023NSMCMG
7/1/09,207546,9.5,9841.7,5.41,7.09,88.0323,6,594,65.5,1.4092,3.53,66,0.5,172.5,1395.3934,11.566,11569.8,2.9,67.4362,7450.024,12021.2,155510,10887.7,2232,126.28215,911438,650.6,171.5,1339507,3.56,6,65.5,3.53,3.25,1.85,130668,59.3,5932,1.74,142.5,46.4,178.2,171.5,148.407,302802,16704,9431,449,102,-0.2,3.8,158582,0.6,-6.6,-13.1,-7
8/1/09,201784,9.6,9961,5.26,6.58,89.019,4.9,586,65.4,1.4266,2.99,65.7,0.5,175,1363.5195,14.754,11540.3,2.8,68.2344,7491.8229,12027.4,157400,10891.4,2338,152.55009,900112,533.2,173.9,1320787,3.59,4.9,65.4,2.99,3.25,1.67,130485,59.1,5855,1.82,144.9,46.3,187,173.9,148.273,309023,16634,9398,420,102.5,-13.3,3.67,160908,1.4,-11.1,-15.5,-15.6
9/1/09,206624,9.8,9883.4,5.13,6.31,89.6926,5.9,585,65.1,1.4575,2.91,73.5,0.5,174.1,1337.6635,9.535,11561.9,2.2,68.8187,7533.9128,12066.4,157714,10930,2487,145.44437,887241,644.8,173.5,1315824,3.4,5.9,65.1,2.91,3.25,1.73,130244,58.7,5787,1.76,148.9,46.3,193.7,173.5,148.021,301033,15219,9367.6,464,102.8,-11.7,3.57,156817,0.1,-16.8,-16.1,-12.7
10/1/09,204317,10,9931.9,5.15,6.29,89.9797,5.4,534,65,1.4821,2.9,70.6,0.5,175.2,1307.86,10.576,11512.2,2.9,69.1297,7601.4803,12061.6,162132,10924.8,2406,138.13055,871391,591.2,174.3,1323449,3.39,5.4,65,2.9,3.25,1.76,130045,58.5,5716,1.91,151.5,46.3,196.1,174.3,147.847,304154,16098,9344,413,102.2,-8.7,3.57,157801,1.1,-11.2,-14.2,-5.6
11/1/09,207969,9.9,9940.5,5.19,6.32,90.3375,5.9,588,65,1.4908,2.92,67.4,0.5,177.4,1290.1545,11.041,11543.9,2.7,69.5147,7689.9701,12123.7,161194,10982,2503,116.16232,858493,643.2,176.6,1332987,3.4,5.9,65,2.92,3.25,1.79,130057,58.6,5696,2.12,156.6,46.2,191.3,176.6,148.134,306675,14959,9333.5,435,103.8,-18.7,3.47,158527,1.9,-5.6,-9.8,-9.1
12/1/09,199582,9.9,9998.9,5.26,6.37,90.6132,5.9,581,64.6,1.4579,2.78,72.5,0.5,178.1,1265.2555,11.284,11607.1,2.5,69.8537,7757.6434,12190.6,159207,11046.9,2568,121.22102,842609,656,177.1,1332265,3.59,5.9,64.6,2.78,3.25,1.67,129788,58.3,5654,2.23,158.6,46.3,195.7,177.1,147.93,308413,16289,9304.5,432,104.5,-19.5,3.07,159226,0.9,-9,-12.1,-7
1/1/10,200953,9.8,10001.8,5.26,6.25,91.6642,6.1,614,64.8,1.4266,2.52,74.4,0.5,181.9,1238.6861,10.893,11608.3,2.8,70.8069,7690.994,12264.2,182456,11070.1,2837,149.35928,822114,674,178.9,1332964,3.73,6.1,64.8,2.52,3.25,1.53,129790,58.5,5580,2.36,161.7,46.1,205.6,178.9,147.394,308299,15498,9298.6,457,105.5,-11.2,2.57,159070,0.9,-5.3,-9.9,-16.6
2/1/10,201908,9.8,10030.6,5.35,6.34,91.994,5.8,604,64.9,1.368,2.65,73.6,0.75,181,1223.5831,10.315,11606,2.7,71.2129,7691.9517,12254.8,177800,11066.2,2666,132.79865,814885,641.4,177.7,1340539,3.69,5.8,64.9,2.65,3.25,1.66,129698,58.5,5500,2.27,166.9,46.1,210.8,177.7,145.631,308628,15211,9294.2,430,106.3,-13.3,2.03,159653,0.3,-12.2,-12.1,-10.7
3/1/10,203478,9.9,10089.1,5.27,6.27,92.5993,5.7,636,64.9,1.357,2.54,73.6,0.75,183.3,1210.1101,11.772,11643.9,2.7,71.8411,7710.6868,12308.6,180408,11116,2679,137.47002,821849,634,178.9,1348688,3.73,5.7,64.9,2.54,3.25,1.54,129879,58.5,5537,2.22,170,45.9,220.6,178.9,145.859,316003,17098,9311.7,390,107.2,-19.2,1.53,163043,2,-7.3,-9.2,-4.6
4/1/10,206464,9.9,10112.9,5.29,6.25,92.9436,6.4,687,65.2,1.3417,2.4,72.2,0.75,184.4,1207.4849,11.454,11741,2.9,72.2743,7709.9586,12414.3,185867,11213.1,3153,137.07739,829664,712.3,178.9,1353747,3.85,6.4,65.2,2.4,3.25,1.44,130110,58.7,5553,2.35,175.4,45.9,232,178.9,146.399,318707,16980,9322.8,513,107.7,-12.6,1.2,164379,1.2,-4.9,-9.6,-10.5
5/1/10,210955,9.6,10131,4.96,6.05,94.2997,7,583,64.9,1.2563,2.63,73.6,0.75,184.8,1196.7401,12.03,11835.3,3.2,73.4956,7662.9083,12520.9,187420,11305.7,2988,151.10342,823447,787.6,178.9,1356968,3.42,7,64.9,2.63,3.25,1.54,130650,58.6,5520,2.11,186.2,45.8,235.5,178.9,146.389,315604,17621,9340.9,603,107.9,-13.9,0.8,163054,-0.7,-4.7,-6.3,-2.3
6/1/10,204893,9.4,10151.4,4.88,6.23,94.4397,6.9,536,64.6,1.2223,3.03,76,0.75,183.5,1190.104,11.598,11856.3,2.8,73.7648,7672.6201,12542.8,187086,11319.4,2801,140.56915,821943,779.1,178.3,1367897,3.2,6.9,64.6,3.03,3.25,1.68,130511,58.5,5516,1.94,194.9,45.9,233.5,178.3,145.716,314925,16714,9352.7,582,108.3,-15.8,0.43,162875,0,-5.5,-5,0
7/1/10,207887,9.4,10184.7,4.72,6.01,94.8536,6.8,546,64.6,1.2811,3,67.8,0.75,184.1,1188.9804,11.948,11875.8,2.7,74.2356,7684.5508,12590.6,190303,11347.8,3082,180.01445,799694,775.3,178.5,1379626,3.01,6.8,64.6,3,3.25,1.71,130427,58.5,5508,1.77,196.1,45.9,224.8,178.5,144.985,315632,17545,9358.6,621,108.5,-9.9,0.13,162986,0.9,-6.2,-4.2,-0.7
8/1/10,207842,9.5,10228.2,4.49,5.66,95.1448,6.9,599,64.7,1.2903,2.96,68.9,0.75,184.9,1187.8347,12.014,11910.3,2.7,74.5955,7731.5264,12653.7,191056,11395.9,2999,147.3091,802030,782.4,179.5,1391132,2.7,6.9,64.7,2.96,3.25,1.79,130422,58.6,5524,1.68,197,45.8,221.9,179.5,143.908,317408,16981,9379.8,641,108.6,-10,0,163732,0.6,-1.7,-1.4,-5
9/1/10,214479,9.5,10249,4.53,5.66,95.3637,6.7,594,64.6,1.3103,3.01,68.2,0.75,184.9,1185.9268,11.922,11898.6,2.2,74.8797,7775.1072,12663.7,200099,11395.4,2918,182.1467,807728,764,180.1,1407396,2.65,6.7,64.6,3.01,3.25,1.88,130357,58.5,5501,1.74,199.7,45.8,224.1,180.1,143.011,320080,15709,9430.8,634,109,-9.7,0.03,164684,0.7,-4.6,-5.4,-1.3
10/1/10,214464,9.4,10304.7,4.68,5.72,95.1109,6.6,543,64.4,1.3901,3.18,67.7,0.75,186.6,1184.9137,12.414,11915.9,2.7,74.7737,7842.3096,12725.5,194098,11445.7,3235,163.42491,801372,756.8,181.6,1422175,2.54,6.6,64.4,3.18,3.25,2.14,130625,58.3,5508,2.01,196,45.7,222.7,181.6,142.522,323900,16566,9452.2,652,110.1,-8.8,0.07,165882,1.7,-5.4,-2.7,-0.3
11/1/10,221814,9.8,10354.7,4.87,5.92,95.1383,6.6,545,64.6,1.3654,3.16,71.6,0.75,187.7,1187.1107,12.3,11942.2,3,74.8673,7910.5282,12780,196077,11492.6,3211,179.13557,804151,753.6,182.4,1433531,2.76,6.6,64.6,3.16,3.25,2.11,130750,58.2,5506,2.09,194,45.7,222.6,182.4,142.167,327745,15557,9455.5,700,109.5,-7.7,0.13,167337,1.1,-0.9,-0.3,-0.3
12/1/10,204589,9.3,10392.1,5.02,6.1,96.0599,7.1,539,64.3,1.3221,2.81,74.5,0.75,189.7,1192.444,12.605,12026.5,3,75.644,7940.4642,12900.2,193962,11600,3058,165.40785,789395,823.5,184,1451077,3.29,7.1,64.3,2.81,3.25,1.73,130822,58.3,5467,2.25,194.6,45.6,228.3,184,142.057,329627,17219,9479.3,579,110.2,-1.4,0.1,167429,1.2,-3.2,-0.9,-0.3
1/1/11,219691,9.1,10435.5,5.04,6.09,95.9364,7.4,630,64.2,1.3371,2.7,74.2,0.75,192.7,1196.0085,12.806,12075.9,3.4,75.5769,7912.8466,13104.4,204214,11686,3104,142.17046,759964,869.1,185.4,1461542,3.39,7.4,64.2,2.7,3.25,1.65,130841,58.3,5427,2.33,194.4,45.4,239.8,185.4,141.522,332357,16211,9482.1,538,111.1,-7.3,-0.13,168209,2.4,-4.3,-1.8,2.3
2/1/11,223673,9,10470.1,5.22,6.15,95.5154,7.6,517,64.1,1.3656,2.57,77.5,0.75,195.8,1199.7574,13.081,12105.7,3.4,75.2522,7933.1239,13176.1,196031,11748.7,3226,145.5089,758376,898.3,187.4,1470092,3.58,7.6,64.1,2.57,3.25,1.64,131053,58.4,5451,2.34,195,45.2,248.7,187.4,140.351,334710,16248,9509.7,610,110.5,-5.7,-0.3,169038,-0.1,-11.5,-5.6,1.7
3/1/11,213427,9,10550.5,5.13,6.03,96.4643,7,600,64.2,1.402,2.62,67.5,0.75,199.2,1206.9371,13.259,12068.8,4.6,75.9846,8009.5235,13194.2,211058,11760.3,3261,174.35437,769157,828.3,188.8,1489441,3.41,7,64.2,2.62,3.25,1.72,131288,58.4,5477,2.45,197,44.7,253.3,188.8,139.983,338007,18272,9550.8,641,111.8,-2.2,-0.2,169733,2.5,-10.2,-3,-1.7
4/1/11,214026,9.1,10587.6,5.16,6.02,96.1187,6.9,554,64.2,1.446,2.56,69.8,0.75,203.1,1214.8197,13.326,12046.5,4.6,75.6763,8089.4548,13226.3,202038,11787.8,3259,157.4959,769437,815.9,190.5,1501850,3.46,6.9,64.2,2.56,3.25,1.7,131602,58.4,5485,2.6,197.6,44.5,257.5,190.5,140.007,339884,17959,9583.6,590,111.5,-17.8,0,169799,0.5,-8.3,-2.9,2
